latitude,longitude,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,source,operator,network_type,label_source,sample_weight,is_deadzone,signal_target,regression_weight,quality_score,cost231_predicted_rsrp,p1812_rsrp_dbm,p1812_distance_km,p1812_diffraction_loss_db
34.35930897479357,35.73028564453125,55271.0,18398.0,21.0,6.0,4.0,ookla,Unknown,Unknown,ookla,2.0,0,-83.55405379892919,0.6,0.9238617153063992,,,,
34.35930897479357,35.73577880859375,50498.0,20274.0,22.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-84.85701844591638,0.6,0.91781558925232,,,,
34.35477416538756,35.74127197265625,50530.0,15703.0,16.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-84.84787914931498,0.6,0.9160828776928647,,,,
34.35023911062778,35.73028564453125,17894.0,9806.0,24.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-91.82480490149018,0.6,0.8158058592940332,,,,
34.35930897479357,35.75225830078125,25756.0,25794.0,23.0,2.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-89.78509769899324,0.6,0.8665180325416947,,,,
34.35023911062778,35.75225830078125,17902.0,26563.0,25.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-91.82236584307894,0.6,0.8358685647484766,,,,
34.327560157052524,35.72479248046875,17799.0,4340.0,26.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-91.85385236969877,0.6,0.7973420842884771,,,,
34.32302363048831,35.72479248046875,5123.0,2092.0,15.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-99.82469601547443,0.6,0.685641171884222,,,,
34.31848685867646,35.72479248046875,6042.0,723.0,36.0,2.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-98.63450955410755,0.6,0.665072563322323,,,,
34.3411682651075,35.73577880859375,10758.0,167.0,24.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-94.60130246702616,0.6,0.6894878121507763,,,,
